-0.028584393	0.034600746	-0.0039448594	0.010675916	0.02503125	0.004096689	0.018582601	-0.008445784	0.035142098	0.021532943	-0.0031081364	-0.0030351642	0.008078274	0.0051363627	-0.001827447	-0.018339522
0.02425965	-0.01625874	-0.0102214925	0.01420026	0.020472119	0.013838783	-0.02782302	-0.0046293223	-0.010528043	-0.0022741547	0.0139632	0.00032058358	-0.032501876	0.005298376	0.0048808143	-0.019343747
0.056533635	-0.009549448	0.065596476	-0.020681031	-0.032648396	0.006113574	0.0021854597	0.005634009	-0.007038864	0.022463553	0.0174074	-0.026652724	0.0050470545	-0.0060422407	-0.05675405	0.027756816
0.016583024	-0.010669748	-0.008302198	-0.00742187	-0.052058384	0.02809495	-0.004119412	0.024262195	-0.024416134	-0.0023934909	0.0063076047	0.009563083	-0.00829959	0.010271208	0.01982214	-0.030704187
-0.06815186	0.048471846	0.045671422	0.005704404	0.019282067	0.037083894	-0.05042942	-0.016726635	-0.03830908	-0.006283773	-0.039320152	-0.03616556	0.02165652	0.0108390385	0.0021993292	-0.00018308824
-0.023199312	-0.0007238296	-0.020092446	-0.01855498	-0.06056495	0.010534911	-0.039440777	0.00532707	0.009930815	0.021832207	0.0062919967	-0.0058912104	0.032111727	-0.018367486	0.035425767	-0.0032581766
-0.016042786	-0.06956238	0.02210101	-0.021434387	-0.009592052	-0.0062968354	-0.049468786	0.033791367	-0.007165709	-0.017150208	0.0227065	0.022773763	0.020429254	0.014618373	0.04809324	0.015235668
-0.017070854	0.010246663	-0.025985353	-0.008744411	-0.0029620898	0.038898773	-0.04923012	0.008845371	0.05783964	0.01403323	-0.013930418	-0.053814843	-0.03511748	0.011974757	0.016366255	0.049434435
0.047867894	-0.010132802	-0.014560027	-0.043371785	0.0140067125	0.008671226	0.012085512	0.018136358	-0.028865913	-0.047280394	-0.019051112	0.027743297	0.008757022	-0.028429907	0.014346217	0.02835718
0.050023805	0.037451122	-0.03361498	-0.052008107	0.067864925	-0.020062635	0.025543993	0.04958547	-0.035217963	-0.01724958	0.04009385	-0.06900911	0.015361757	0.033062693	0.010143535	-0.0044654757
0.0027031242	0.03415599	0.053883735	0.02673896	0.06505369	-0.01978446	0.012762975	-0.009585384	-0.01322128	-0.06288082	0.06937687	-0.030472912	0.01828862	-0.0055353404	0.004490251	0.0028538771
0.0027200803	0.033296954	-0.011044737	-0.0006874385	0.03735355	-0.033953022	-0.023304079	0.043483272	-0.051745523	-0.10217121	-0.02709934	-0.010188739	0.015742527	-0.012801468	0.04262669	-0.050516225
0.012636417	-0.04620418	-0.017337322	0.04698182	0.020759532	0.028808707	0.051296066	-0.0037450804	0.041277405	0.028708829	-0.06307315	0.028909106	-0.0237354	0.039623566	-0.04176234	-0.03503991
